count_floors_pre_eq,age,area_percentage,height_percentage,has_superstructure_adobe_mud,has_superstructure_mud_mortar_stone,has_superstructure_stone_flag,has_superstructure_cement_mortar_stone,has_superstructure_mud_mortar_brick,has_superstructure_cement_mortar_brick,has_superstructure_timber,has_superstructure_bamboo,has_superstructure_rc_non_engineered,has_superstructure_rc_engineered,has_superstructure_other,count_families,damage_grade
2,65,8,5,0,1,0,0,0,0,1,1,0,0,0,0,2
2,5,10,5,0,1,1,1,0,0,1,0,0,0,0,1,2
2,25,11,7,0,0,0,0,0,0,1,0,0,0,0,1,1
1,15,5,6,0,1,0,0,0,0,0,0,0,0,0,1,2
3,50,5,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,10,12,7,0,1,0,0,1,0,1,1,0,0,0,1,2
2,0,3,3,0,0,0,0,0,0,1,0,0,0,0,1,1
5,80,5,10,1,0,0,0,1,0,0,0,0,0,0,1,3
3,70,10,6,0,1,0,0,0,0,0,0,0,0,0,0,2
1,35,3,2,1,0,0,1,0,0,0,0,0,0,0,1,2
2,35,4,7,0,1,0,0,0,0,1,0,0,0,0,1,2
3,50,12,7,0,1,0,0,0,0,0,0,0,0,0,1,2
1,50,6,2,0,1,0,0,0,0,0,0,0,0,0,1,2
3,50,7,6,1,0,0,0,1,0,0,0,0,0,0,1,2
2,5,10,6,0,1,0,1,0,0,1,0,0,0,0,1,2
4,90,5,9,1,0,0,0,1,0,0,0,0,0,0,1,3
1,5,4,2,0,1,0,1,0,0,0,0,0,0,0,1,2
1,20,5,4,1,1,0,0,1,0,0,1,0,0,1,1,2
2,15,8,6,1,1,0,0,0,0,1,0,0,0,0,1,3
3,20,14,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,7,6,0,0,0,0,0,1,1,0,0,0,0,0,1
1,30,11,3,0,1,0,0,0,0,1,0,0,0,0,1,2
1,30,9,3,0,0,0,0,0,1,0,0,0,0,0,1,1
2,35,11,5,0,1,0,0,0,0,0,0,0,0,0,0,3
3,70,13,6,1,0,0,0,0,0,0,0,0,0,0,1,3
2,0,14,6,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,7,4,0,1,0,0,0,0,1,0,0,0,0,1,1
2,995,9,9,0,1,0,0,0,1,0,0,0,0,0,1,2
3,75,6,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,8,8,0,1,0,0,0,0,1,0,0,0,0,1,2
1,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1
2,5,18,5,0,0,0,0,0,1,1,1,0,0,0,1,2
2,25,16,8,1,1,0,0,0,0,0,0,0,0,0,1,3
4,20,15,13,0,0,0,0,0,1,0,0,0,1,0,1,1
6,100,8,15,0,0,0,0,1,0,0,0,0,0,0,1,2
3,10,9,6,0,0,1,0,0,0,1,0,0,0,0,1,3
2,35,11,6,0,1,0,0,0,0,1,0,0,0,0,1,2
4,40,2,8,1,0,0,0,1,0,0,0,0,0,0,1,2
2,60,9,6,1,1,0,1,0,0,0,0,0,0,0,1,2
2,25,9,6,0,1,0,0,0,0,0,0,0,0,0,3,2
2,10,14,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,35,6,5,1,1,1,0,0,0,0,0,0,0,0,1,2
2,5,7,4,0,1,1,0,0,0,1,0,0,0,0,1,2
2,20,9,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,15,9,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,80,10,7,0,1,0,0,0,0,1,0,0,0,0,1,3
2,10,15,5,0,0,0,0,0,0,1,0,0,0,0,1,1
2,40,8,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,35,6,4,0,1,0,0,0,0,0,0,0,0,0,0,2
1,15,11,3,0,0,0,0,0,1,0,0,1,0,0,1,1
2,45,5,7,0,1,0,0,0,0,1,0,0,0,0,1,2
2,25,12,5,0,1,0,0,0,0,1,0,0,0,0,1,2
2,5,5,3,0,1,0,0,0,0,1,1,0,0,0,1,2
3,50,15,7,1,0,0,0,0,0,0,0,0,0,0,1,3
3,10,5,5,0,1,0,0,0,0,0,0,0,0,0,2,3
2,20,11,6,0,1,0,0,0,0,0,0,1,0,0,1,3
2,25,19,5,0,1,0,1,0,0,0,0,0,0,0,2,2
1,20,2,3,0,0,1,0,0,0,0,0,0,0,0,1,3
2,15,9,4,0,0,0,0,0,1,0,0,0,0,0,1,1
2,20,2,5,1,0,0,0,0,0,0,0,0,0,0,1,2
2,20,9,6,0,1,0,0,0,0,0,0,0,0,0,2,2
4,50,8,9,1,0,0,0,1,0,1,0,0,0,0,1,2
3,25,8,9,1,0,0,0,1,0,0,0,0,0,0,1,3
4,80,3,8,0,0,0,0,1,0,0,0,0,0,0,1,2
2,15,9,6,0,1,0,0,0,0,0,1,0,0,0,1,3
4,80,4,10,1,0,0,0,1,0,0,0,0,0,0,1,3
3,20,5,7,0,1,0,0,0,0,1,0,0,0,0,1,3
3,65,7,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,8,4,0,1,1,1,0,0,1,1,0,0,0,1,2
2,55,10,4,0,1,0,0,0,0,1,0,0,0,0,1,3
1,5,9,4,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0,11,6,0,0,0,0,0,1,1,0,0,0,0,1,1
3,25,21,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,30,10,6,1,1,0,0,0,0,0,0,0,0,0,1,2
2,20,11,5,0,0,0,0,1,0,1,0,0,0,0,1,2
3,15,10,7,0,1,0,0,0,0,0,0,0,0,0,4,3
1,10,6,3,0,1,0,0,0,0,1,0,0,0,0,0,2
2,10,10,7,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,7,2,0,0,0,0,0,0,0,1,0,0,0,1,2
3,0,10,7,0,1,0,0,0,0,1,1,0,0,0,2,3
1,25,5,3,0,1,0,1,0,0,0,0,0,0,0,1,1
3,30,8,6,1,0,0,0,1,0,0,0,0,0,0,1,2
3,40,15,7,0,1,0,0,0,0,0,0,0,0,0,1,3
5,105,6,14,1,0,0,0,1,0,0,0,0,0,0,1,2
4,80,9,9,1,1,0,0,1,0,1,0,0,0,0,1,2
2,30,6,7,0,0,0,0,0,1,0,0,0,0,0,1,2
2,5,8,6,0,1,0,0,0,0,1,1,0,0,0,1,1
2,60,11,7,0,1,0,0,0,0,0,0,0,0,0,1,3
1,10,7,2,0,1,0,0,0,0,1,1,0,0,0,1,3
2,35,7,5,1,0,0,0,0,0,1,0,0,0,0,0,3
2,0,7,5,0,0,0,0,1,0,0,0,0,0,0,0,2
2,25,9,4,0,1,0,0,0,0,1,0,0,0,0,1,2
3,15,8,7,0,1,0,0,0,0,0,0,0,0,0,2,2
1,25,4,3,0,1,0,0,0,1,0,1,0,0,0,1,3
2,15,16,4,0,0,0,0,0,0,1,0,0,0,0,0,2
2,5,14,6,0,0,0,0,0,0,0,0,1,0,0,1,2
4,40,15,8,1,0,0,0,0,0,0,0,0,0,0,1,3
3,0,7,7,0,1,0,0,0,0,0,0,0,0,0,0,3
3,15,6,8,0,1,0,0,0,0,0,0,0,0,0,0,3
2,35,13,6,0,1,0,0,0,0,0,0,0,0,0,2,2
2,0,7,5,0,0,0,1,0,1,0,0,1,0,0,1,1
2,5,11,4,0,1,0,0,0,0,1,0,0,0,0,1,2
2,0,21,7,0,0,0,0,0,0,0,0,1,0,0,1,2
2,10,15,4,0,1,0,0,0,0,0,0,0,0,0,2,2
2,20,5,8,0,1,0,0,0,0,0,0,0,0,0,1,2
2,15,15,4,0,1,0,0,0,0,0,0,0,0,0,1,1
3,45,2,7,0,1,0,0,0,0,0,0,0,0,0,1,3
1,20,10,3,0,1,0,0,0,0,0,0,0,0,0,1,2
1,50,9,2,0,1,0,0,0,0,0,0,0,0,0,2,2
3,80,18,8,0,0,0,0,1,0,1,0,0,0,0,1,3
2,30,9,5,0,1,1,0,0,0,1,1,0,0,0,1,2
3,15,8,4,0,1,0,0,0,0,0,0,0,0,0,0,2
1,15,6,3,1,0,0,0,0,0,0,0,0,0,0,1,3
1,25,3,3,0,1,0,0,0,0,0,1,0,0,0,1,2
1,0,18,3,0,0,0,0,0,1,0,0,0,0,0,1,2
2,25,6,4,0,1,0,0,0,0,1,0,0,0,0,1,1
2,20,7,6,0,1,0,0,0,0,1,1,0,0,0,1,3
2,150,8,8,0,0,1,0,0,0,1,0,0,0,0,1,2
2,35,7,4,0,1,0,0,0,0,0,0,0,0,0,2,2
2,25,5,6,0,0,0,0,0,0,0,1,0,0,0,1,2
2,15,8,5,0,1,0,0,0,0,1,1,0,0,1,1,1
2,45,15,5,0,1,0,0,0,0,1,0,0,0,0,1,2
3,30,6,8,0,1,0,1,0,0,0,0,0,0,0,1,2
2,60,5,4,0,1,0,0,0,0,0,0,1,0,0,1,2
1,5,5,5,0,0,0,0,0,1,0,0,0,0,0,1,1
2,30,23,6,0,0,0,0,0,1,0,0,0,1,0,0,1
2,20,10,8,0,1,0,0,0,0,0,0,0,0,0,3,3
1,5,6,3,0,0,0,0,0,1,0,0,0,1,0,1,2
3,40,20,8,1,0,0,0,0,0,0,0,0,0,0,1,2
3,10,17,10,0,0,0,0,0,0,0,0,0,1,0,1,1
1,50,5,3,0,1,0,0,0,0,1,0,0,0,0,1,3
3,20,9,6,1,0,0,0,0,0,1,0,0,0,0,1,3
2,0,18,6,0,0,0,0,0,1,0,0,0,0,0,1,1
4,5,31,13,0,0,0,0,0,0,0,0,0,1,0,1,2
2,90,8,4,0,1,0,0,0,0,0,0,0,0,0,1,2
1,10,5,4,1,1,0,0,0,0,0,0,0,0,0,1,3
3,50,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,50,9,5,1,1,0,0,0,0,0,0,0,0,0,1,3
3,25,4,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,60,7,7,0,1,0,0,0,0,0,0,0,0,0,1,3
3,100,12,8,1,0,0,0,1,0,0,1,0,0,0,2,3
3,15,18,7,1,0,0,0,0,0,1,0,0,0,0,1,2
1,5,3,3,0,0,1,0,0,0,1,0,0,0,0,1,3
2,10,19,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,10,7,6,0,0,0,1,0,0,1,0,0,0,0,1,2
2,10,11,5,0,0,0,0,1,0,0,0,0,0,0,1,1
1,5,10,4,0,1,0,0,0,0,0,0,0,0,0,1,3
1,5,18,3,0,0,0,0,0,1,0,0,0,1,0,1,1
2,35,8,5,0,1,0,0,0,0,1,1,1,0,0,1,3
2,40,10,7,0,1,0,0,1,0,1,1,0,0,0,1,3
2,65,9,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,5,7,6,0,0,0,0,0,0,0,0,0,1,0,1,1
3,10,6,5,1,0,0,0,1,0,0,0,0,0,0,0,2
3,5,9,8,0,0,0,1,0,0,0,0,0,0,0,0,3
3,25,11,8,1,0,0,0,0,0,0,0,0,0,0,1,2
1,25,8,2,0,1,0,0,0,0,0,0,0,0,0,1,3
2,20,4,4,0,1,0,0,0,0,0,0,0,0,0,0,2
2,40,9,7,0,1,0,0,0,0,1,1,1,0,0,1,2
4,5,26,12,0,0,0,0,0,0,0,0,1,1,0,1,1
2,120,9,5,0,1,0,0,1,0,1,1,0,0,0,1,2
1,40,3,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,7,7,0,1,0,0,0,0,0,0,0,0,0,0,2
2,35,11,5,0,0,0,0,1,0,0,0,0,0,0,1,3
1,20,8,2,0,1,0,0,0,0,1,0,0,0,0,1,3
4,35,5,8,1,0,0,0,1,0,0,0,0,0,0,1,2
1,60,6,5,0,1,0,0,0,0,0,0,0,0,0,0,2
3,5,9,5,0,1,0,0,0,0,0,0,0,0,0,1,2
4,5,3,8,1,0,0,0,1,1,1,0,0,0,0,1,2
2,50,11,6,0,1,0,0,0,0,0,0,1,0,0,1,1
3,40,5,9,1,0,0,0,0,0,0,0,0,0,0,1,3
1,60,6,3,0,1,1,0,0,0,0,0,0,0,0,1,3
2,0,11,5,0,1,0,0,0,1,1,0,0,0,0,3,1
4,85,7,10,1,0,0,0,1,1,0,0,0,0,0,1,2
4,80,11,8,0,0,0,0,1,0,0,0,0,0,0,1,3
1,0,14,4,0,0,0,0,0,1,0,0,0,0,0,1,2
1,10,6,3,0,0,0,0,1,0,0,0,0,0,0,1,3
2,30,9,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,45,7,5,0,1,0,0,0,0,1,0,0,0,0,1,2
5,90,10,10,1,0,0,0,1,0,0,0,0,0,0,3,2
3,30,8,10,1,0,0,0,1,0,1,0,0,0,0,1,3
5,45,12,13,1,0,0,0,0,0,0,0,0,0,0,1,2
2,20,7,16,0,1,0,0,0,0,0,0,0,0,0,1,3
2,0,19,6,0,0,0,0,0,0,0,0,1,0,0,1,2
1,5,5,4,0,0,0,0,0,1,1,0,0,0,0,1,1
1,15,3,3,0,0,0,0,1,0,0,0,0,0,0,1,2
3,10,7,4,0,1,0,0,0,0,0,0,0,0,0,0,1
2,45,28,5,0,1,0,0,0,0,0,0,0,0,0,1,1
1,5,10,2,0,0,0,0,0,1,0,0,0,0,0,1,2
2,20,9,8,0,1,0,0,0,0,1,0,0,0,0,0,2
2,10,9,5,1,0,0,0,0,0,1,0,0,0,0,1,2
4,40,10,8,0,0,0,0,1,0,0,0,0,0,0,1,2
3,25,3,7,0,1,0,0,0,0,1,0,0,0,0,0,2
3,30,12,6,0,1,0,0,0,0,0,0,0,0,0,1,3
2,25,12,5,0,1,0,1,0,0,0,0,0,0,0,1,2
1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,1,2
1,25,8,4,0,1,0,0,0,0,1,0,0,0,0,1,3
3,40,7,9,1,1,0,0,1,0,0,1,0,0,0,0,3
2,10,7,5,1,0,0,0,0,0,0,0,0,0,0,1,3
1,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,2
1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,3
1,5,8,3,0,0,0,0,0,1,0,0,0,0,0,2,1
3,35,13,7,0,1,0,0,0,0,1,1,1,0,0,1,3
2,25,11,6,0,1,0,0,0,0,0,0,0,0,0,1,1
3,25,11,6,0,0,0,0,1,0,0,0,0,0,0,3,2
1,5,5,3,0,0,1,0,0,0,1,0,0,0,0,1,3
1,5,20,3,0,0,0,0,1,0,1,0,0,0,0,1,2
2,10,8,4,1,0,0,0,0,0,1,1,0,0,1,1,2
1,995,5,4,0,1,0,0,0,0,0,0,0,0,0,1,2
2,10,5,5,0,1,0,0,0,0,0,0,0,0,0,2,2
2,5,8,3,0,1,0,0,0,0,0,0,0,0,0,1,3
3,20,12,8,1,0,0,0,0,0,0,0,0,0,0,1,2
2,50,5,5,0,1,0,0,0,0,0,0,0,0,0,0,2
2,40,5,7,1,1,0,0,0,0,0,0,0,0,0,1,2
2,10,7,5,0,0,0,0,1,0,0,0,0,0,0,1,2
2,10,10,8,1,1,0,0,0,0,0,0,0,0,0,1,3
2,15,9,5,0,1,0,0,0,0,0,0,0,0,0,3,2
3,20,8,5,0,1,0,0,0,0,0,0,0,0,0,0,3
2,50,8,5,0,1,0,0,0,0,1,0,0,0,0,1,2
3,40,3,7,1,0,0,0,0,0,1,0,0,0,0,1,3
3,35,3,6,0,1,1,0,0,0,1,0,0,0,0,1,2
3,25,7,8,1,0,0,0,1,0,0,0,0,0,0,4,2
2,40,6,6,1,0,0,0,0,0,0,0,0,0,0,3,2
2,35,9,5,0,1,0,0,0,0,1,0,0,0,0,1,2
4,20,19,13,0,0,0,0,0,0,0,0,0,1,0,0,1
2,0,9,5,0,0,1,0,0,0,1,0,0,0,0,1,2
2,20,7,7,0,1,0,0,0,0,1,0,0,0,0,1,3
3,15,13,6,0,1,0,0,0,0,1,0,0,0,0,1,2
2,5,10,4,0,0,0,0,0,0,1,1,0,0,0,1,1
2,20,5,5,0,1,0,0,0,0,1,0,0,0,0,1,1
2,35,4,5,1,1,0,0,0,0,1,0,0,0,0,1,3
2,80,10,4,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,8,7,0,0,0,0,0,1,0,0,1,0,0,1,1
1,5,8,4,0,0,0,0,0,0,1,0,1,0,0,0,2
2,15,15,5,0,1,0,0,0,0,1,1,0,0,0,1,3
2,5,19,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,30,8,5,0,0,1,0,0,0,0,0,0,0,0,1,3
1,10,7,7,1,0,0,0,0,0,0,0,0,0,0,1,2
2,30,13,3,0,1,0,0,0,0,0,0,0,0,0,0,1
4,85,5,9,0,0,0,0,1,0,0,0,0,0,0,1,2
2,40,13,5,0,1,0,0,0,0,0,0,0,0,0,1,1
1,0,50,3,0,0,0,0,0,0,0,0,1,0,0,1,2
2,30,8,8,1,1,0,0,0,0,0,0,0,0,0,1,3
2,50,11,4,0,1,0,0,0,0,0,0,0,0,0,1,3
3,30,4,6,1,0,0,0,1,0,0,0,0,0,0,0,2
3,5,6,6,0,1,0,0,0,0,1,1,0,0,1,1,3
1,20,13,3,0,0,0,0,0,1,1,1,0,0,0,1,2
3,20,7,6,0,1,0,0,0,0,1,1,0,0,1,1,3
4,40,13,8,1,0,0,0,1,0,0,0,0,0,0,1,2
5,40,9,10,0,0,0,0,1,1,0,0,0,0,0,1,2
2,35,5,7,0,1,0,0,0,0,0,0,0,0,0,0,3
2,15,6,4,0,0,0,1,0,0,0,0,1,0,0,1,2
1,5,10,3,1,0,0,0,0,1,0,0,0,0,0,1,2
2,25,9,6,0,0,0,0,0,0,1,0,1,0,0,1,2
3,60,5,7,0,1,0,0,0,0,0,0,0,0,0,1,3
1,25,4,3,0,0,0,0,1,0,0,0,0,0,0,0,3
3,20,10,6,0,1,1,0,0,0,1,0,0,0,0,1,3
2,15,3,4,0,1,0,0,0,0,0,0,0,0,0,0,2
4,45,10,10,0,0,0,0,1,0,0,0,0,0,0,2,3
1,5,8,4,0,0,0,0,0,0,1,1,0,0,0,1,2
3,55,5,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,5,8,5,0,0,0,0,1,0,0,0,0,0,0,1,2
3,30,6,7,0,1,0,0,0,0,1,0,0,0,0,0,3
2,5,14,5,0,0,0,0,0,1,0,0,0,0,0,1,1
2,15,4,4,0,0,0,0,0,0,1,1,0,0,0,1,2
2,30,6,6,0,1,0,0,1,0,1,0,0,0,0,1,2
2,5,5,7,0,0,0,0,0,1,1,1,0,0,0,1,1
3,40,7,9,1,0,0,0,0,0,0,0,0,0,0,1,2
3,30,12,6,0,1,0,0,0,0,0,0,0,0,0,2,3
3,0,13,9,0,0,0,0,0,0,0,0,0,1,0,1,1
1,995,6,4,0,1,0,0,0,0,0,0,0,0,0,1,1
1,15,8,3,0,0,0,0,0,1,0,0,0,0,0,2,2
3,35,10,8,0,0,0,0,1,0,0,0,0,0,0,1,3
2,20,19,7,0,0,1,0,1,0,0,0,0,0,0,1,2
3,5,9,8,0,1,0,0,0,0,0,0,0,0,0,1,1
4,15,31,10,0,1,0,0,0,0,1,0,1,0,0,1,2
1,0,15,4,0,0,0,0,0,0,0,0,0,1,0,1,1
3,25,9,10,1,0,0,0,0,0,0,0,0,0,0,1,2
1,0,8,3,0,0,0,0,0,0,1,1,0,0,1,1,3
1,10,4,3,0,1,0,0,0,0,0,0,1,0,0,1,3
3,5,13,10,0,0,0,0,0,0,0,0,0,1,0,1,1
2,25,12,5,0,0,0,0,0,0,1,0,0,0,0,1,2
3,5,11,9,0,0,0,0,0,0,0,0,0,1,0,2,2
1,5,5,2,0,0,0,0,0,0,0,1,0,0,0,1,2
2,30,13,5,0,1,0,0,1,0,1,0,0,0,0,1,2
1,5,16,3,0,0,0,1,0,1,0,0,1,0,0,1,1
3,20,5,9,0,1,0,0,0,0,1,0,0,0,0,1,2
3,15,5,8,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,5,3,0,0,0,0,1,0,0,0,0,0,0,1,3
3,55,5,7,0,1,0,0,0,0,1,0,0,0,0,2,2
2,15,7,5,0,0,0,0,1,0,0,0,0,0,0,1,1
2,0,9,4,0,1,0,0,0,0,1,0,1,0,0,1,2
3,20,12,7,0,0,0,0,1,0,0,0,0,0,0,1,2
3,10,5,4,1,1,0,0,0,0,1,1,0,0,0,1,3
4,15,21,12,0,0,0,0,0,0,0,0,1,0,0,1,1
2,30,4,6,0,1,0,0,0,0,0,0,0,0,0,1,1
1,10,5,3,0,0,0,0,1,0,0,0,0,0,0,0,2
3,30,10,5,0,1,0,0,0,0,0,0,0,0,0,1,2
2,0,13,6,0,1,0,0,0,0,1,0,0,0,0,1,3
2,10,10,6,0,1,0,0,0,0,0,0,0,0,0,2,2
2,85,6,7,0,1,0,0,0,0,0,0,0,0,0,1,2
2,20,13,6,1,1,0,0,0,0,1,0,0,0,0,1,2
2,10,8,7,0,0,0,1,0,1,0,0,0,0,0,1,1
2,35,9,5,0,1,0,0,0,0,1,1,0,0,0,1,2
1,65,9,3,0,1,0,0,0,0,0,0,0,0,0,1,2
2,25,7,5,1,0,0,0,1,0,1,0,1,0,0,1,3
2,25,11,7,0,1,0,0,0,0,1,1,0,0,1,1,2
2,85,11,6,0,1,0,0,0,0,0,0,0,0,0,1,2
2,10,12,6,0,1,0,0,1,0,1,0,0,0,0,3,3
2,15,6,6,0,1,0,0,0,0,0,0,0,0,0,1,1
1,35,4,2,0,1,0,0,0,0,0,0,0,0,0,0,1
3,40,6,7,1,0,0,0,1,0,0,0,0,0,0,1,3
3,10,5,6,0,1,0,0,0,0,1,1,0,0,0,1,3
2,20,7,7,0,0,0,0,0,0,1,0,0,0,0,2,2
2,5,5,5,0,1,0,0,0,0,0,0,1,0,0,1,3
5,50,6,10,1,0,0,0,1,1,1,0,0,0,0,1,2
2,25,14,6,0,0,0,0,0,1,0,0,0,0,0,1,2
1,5,5,2,0,0,0,0,0,1,0,0,0,0,0,1,3
2,15,7,6,0,0,0,0,0,1,1,1,0,0,0,1,2
2,30,12,5,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,8,6,0,0,0,0,0,0,0,0,1,0,0,0,1
1,35,13,3,0,0,0,0,1,1,0,0,0,0,0,1,2
3,20,14,6,1,1,1,0,0,0,0,0,0,0,0,1,2
2,100,14,5,0,1,0,0,0,0,0,0,0,0,0,1,2
3,80,4,6,1,0,0,0,1,0,0,0,0,0,0,0,3
2,20,8,6,0,1,0,0,0,0,1,1,0,0,0,1,1
3,45,3,6,0,1,0,0,0,0,0,0,0,0,0,1,2
1,0,19,4,0,0,0,0,0,0,0,0,1,0,0,1,1
3,995,21,9,0,1,0,0,1,1,0,0,0,0,0,1,2
5,100,9,11,1,0,0,0,1,0,1,0,0,0,0,1,2
2,15,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1
1,5,11,3,0,0,0,0,0,1,0,0,0,0,0,1,3
4,100,6,10,0,0,0,0,0,1,1,0,0,0,0,1,3
2,20,6,5,0,0,0,0,1,0,1,1,0,0,0,2,2
4,95,14,9,0,0,0,0,1,0,1,0,0,0,0,1,2
2,35,9,4,0,0,0,1,0,0,1,0,0,0,0,1,3
2,30,6,5,1,0,0,0,1,0,0,0,0,0,0,1,3
3,15,19,6,0,1,0,0,0,0,0,0,0,0,0,2,3
2,10,2,6,1,1,0,0,1,0,1,1,0,0,0,2,2
4,40,8,8,1,0,0,0,1,0,0,0,0,0,0,1,3
2,30,16,6,1,0,0,0,0,0,0,0,0,0,1,1,2
3,40,8,10,0,1,0,0,0,0,0,0,0,0,0,1,2
1,55,3,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,15,5,7,0,0,0,0,0,0,1,1,0,0,0,1,2
2,10,13,7,0,0,0,0,0,0,0,0,1,0,0,0,1
4,35,13,12,1,0,0,0,1,0,0,0,0,0,0,1,3
2,5,8,5,0,0,1,0,0,0,1,0,0,0,0,1,3
3,35,8,8,0,1,0,0,1,0,0,0,0,0,0,1,2
2,20,4,6,0,1,0,0,0,0,0,0,0,0,0,1,1
3,10,5,6,0,1,0,0,0,0,1,1,0,0,0,1,2
3,70,15,7,1,0,0,0,1,0,0,0,0,0,0,1,2
1,40,9,3,0,1,0,0,0,0,0,0,0,0,0,1,3
2,10,4,4,0,1,1,0,0,0,1,1,0,0,0,1,2
2,15,9,8,1,0,0,0,0,0,1,0,0,0,0,1,2
1,20,13,2,0,1,0,0,0,0,0,0,0,0,0,1,2
3,15,11,8,0,1,0,0,0,0,0,0,0,0,0,1,3
3,20,9,7,0,1,0,0,0,0,1,0,0,0,0,0,2
2,75,4,5,1,0,0,0,0,0,0,0,0,0,0,1,2
2,15,5,4,0,1,1,0,0,0,1,1,0,0,0,1,3
2,10,5,6,0,0,0,0,0,1,0,0,1,0,0,1,2
3,25,21,7,1,0,0,0,0,0,0,0,0,0,0,1,2
5,25,5,13,0,0,0,0,0,1,0,0,0,1,0,1,2
2,10,11,4,0,0,0,0,0,1,1,0,0,0,0,1,2
2,100,4,5,0,1,0,0,0,0,0,0,0,0,0,1,3
3,10,7,9,0,0,0,0,0,0,0,0,1,0,0,1,2
4,65,4,10,1,0,0,0,0,0,0,0,0,0,0,1,2
2,5,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1
2,10,10,4,0,1,0,0,0,0,1,1,0,0,0,1,3
2,5,4,5,0,1,1,0,0,0,1,0,1,0,0,1,2
3,60,8,9,0,1,0,0,0,0,0,0,0,0,0,1,3
1,0,6,3,0,1,0,0,0,0,0,0,0,0,0,1,1
2,25,9,5,0,1,1,0,0,0,1,0,0,0,0,1,2
2,35,13,5,0,1,0,0,0,0,1,1,0,0,0,1,1
2,20,7,6,0,1,0,0,0,0,0,0,0,0,0,3,2
5,50,5,11,0,0,0,0,1,0,0,0,0,0,0,1,2
4,50,7,8,1,1,0,0,1,0,1,1,0,0,0,1,2
1,5,7,5,0,0,0,0,0,1,0,0,0,0,0,1,1
1,0,5,4,0,0,0,0,0,0,1,0,0,0,0,1,2
2,65,13,4,0,0,1,0,0,0,1,0,0,0,0,1,3
1,50,3,4,0,1,0,0,0,0,0,0,0,0,0,0,3
3,60,6,7,0,1,0,0,0,0,0,0,0,0,0,1,3
2,40,8,8,0,1,0,0,0,0,0,0,0,0,0,0,3
4,75,6,12,1,0,0,0,0,0,0,0,0,0,0,1,3
2,30,7,5,0,0,1,0,0,0,0,0,0,0,0,1,2
2,20,17,7,1,1,0,0,0,0,0,0,0,0,0,1,2
2,35,6,7,0,1,0,0,0,0,1,0,0,0,0,1,1
4,60,7,8,1,0,0,0,1,0,0,0,0,0,0,1,2
2,10,18,7,0,0,0,1,0,1,0,0,1,0,0,1,2
2,35,7,4,0,1,0,0,0,0,0,0,0,0,0,1,1
1,35,5,5,0,1,0,0,0,0,1,0,0,0,0,1,3
7,15,23,21,0,0,0,1,0,1,0,0,0,1,0,1,2
2,10,12,4,0,0,1,0,0,0,1,0,0,0,0,1,3
2,25,10,5,1,0,0,0,0,0,0,0,0,0,0,1,3
2,25,15,7,1,0,0,0,0,0,0,0,0,0,0,1,3
2,15,5,5,0,1,0,0,0,0,0,0,0,0,0,3,2
2,45,7,3,0,1,0,0,0,0,1,0,0,0,0,1,2
1,25,8,2,0,0,0,0,1,0,0,0,0,0,0,1,2
2,45,30,7,0,0,0,0,0,1,0,0,0,0,0,1,2
1,0,3,2,0,1,0,0,0,0,1,1,0,0,0,1,2
1,45,9,3,0,1,1,0,0,0,1,0,0,0,0,1,2
2,35,3,6,0,0,0,0,1,0,0,0,0,0,0,0,2
2,5,9,5,1,1,0,1,1,0,1,0,0,0,0,1,2
2,5,12,6,0,1,0,0,0,0,1,1,0,0,0,1,2
2,55,4,5,1,1,0,0,0,0,0,0,0,0,0,1,2
2,55,12,6,0,1,0,0,0,0,1,0,0,0,0,1,2
1,5,16,3,0,0,0,0,0,1,0,0,0,0,0,1,1
3,50,6,7,0,0,0,0,1,0,0,0,0,0,0,1,2
